year,month,Ontario_demand,northwest,northeast,ottawa,east,toronto,essa,bruce,southwest,niagara,west
2010,10,14689.966398,496.33602151,1170.2298387,1012.7392473,892.93951613,5260.5900538,844.70026882,73.393817204,2934.577957,510.20430108,1501.9327957
2010,11,15699.691667,501.28333333,1261.6486111,1096.1861111,1004.1652778,5603.8527778,942.77638889,91.633333333,3075.3902778,543.45833333,1611.4333333
2010,12,17085.741935,548.34139785,1367.2056452,1223.3306452,1149.8534946,5977.6384409,1153.5430108,103.24462366,3305.2822581,562.5,1704.6209677
2011,1,17878.611559,592.15053763,1428.8938172,1292.3817204,1202.4153226,6240.313172,1209.8642473,117.50806452,3421.4126344,573.05913978,1761.1505376
2011,2,17523.011905,573.59672619,1400.641369,1250.1026786,1158.5491071,6206.8422619,1167.2901786,132.14285714,3366.5729167,562.61755952,1650.0193452
2011,3,16602.745968,542.77150538,1345.7459677,1163.5295699,1062.5241935,5894.9865591,1039.4610215,103.38172043,3246.4301075,530.55241935,1601.983871
2011,4,14984.738889,492.04722222,1213.8944444,1036.9486111,923.42361111,5388.8083333,880.62083333,97.569444444,2963.7291667,477.64305556,1452.8597222
2011,5,14491.586022,448.41129032,1036.6854839,1006.8521505,847.05376344,5313.1491935,838.54973118,72.379032258,2870.5201613,470.16397849,1513.3158602
2011,6,15608.718056,446.32361111,968.34444444,1080.0027778,928.29583333,5858.9513889,876.77083333,104.1,3068.6555556,528.74444444,1673.6208333
2011,7,17873.909946,449.16935484,1132.6572581,1206.3736559,1036.2069892,6758.9301075,1004.4354839,80.24327957,3497.3803763,643.75537634,1980.9663978
2011,8,16843.69086,456.48252688,1165.9771505,1126.7728495,991.72311828,6323.3790323,925.95967742,56.887096774,3277.4650538,603.6155914,1857.5120968
2011,9,15478.536111,459.45416667,1149.4833333,1047.6055556,934.16805556,5675.4208333,860.83611111,38.091666667,3064.1513889,542.75833333,1673.6763889
2011,10,14802.06586,494.9516129,1179.641129,1001.8198925,896.89650538,5375.9395161,849.27150538,56.475806452,2953.8575269,491.45564516,1469.1021505
2011,11,15439.633333,522.99166667,1217.8333333,1057.2652778,968.69027778,5590.4819444,893.22222222,60.879166667,3068.6722222,492.57638889,1503.3833333
2011,12,16305.736559,534.53629032,1306.3091398,1157.7997312,1072.7258065,5805.4543011,1024.7311828,62.548387097,3144.530914,528.57930108,1607.202957
2012,1,17090.36828,534.13575269,1375.5873656,1265.811828,1138.0053763,6063.2674731,1103.2620968,76.200268817,3327.4475806,551.53629032,1608.7137097
2012,2,16681.293103,526.70545977,1334.4425287,1184.4841954,1076.4396552,5955.987069,1055.6264368,80.235632184,3260.920977,545.86781609,1588.5488506
2012,3,15440.224462,512.88575269,1249.8252688,1119.2016129,906.46505376,5565.6787634,894.95698925,80.758064516,3097.7473118,495.35349462,1459.2983871
2012,4,14779.681944,477.27222222,1196.5041667,1120.8333333,773.26388889,5374.0472222,864.95555556,80.938888889,2961.4777778,474.35694444,1394.5597222
2012,5,14969.079301,424.2688172,1146.4959677,1121.047043,741.44354839,5584.594086,834.07258065,90.927419355,2978.4166667,485.9905914,1475.3629032
2012,6,16389.343056,404.25972222,1149.0291667,1229.4333333,809.97638889,6202.2611111,933.10277778,64.352777778,3280.9263889,560.18333333,1673.5916667
2012,7,18087.157258,450.11021505,1196.5927419,1322.5067204,928.94758065,6870.0241935,1036.0026882,53.080645161,3631.9005376,634.81451613,1889.8696237
2012,8,16979.592742,449.72446237,1167.952957,1259.1357527,872.28763441,6354.7365591,962.84139785,108.62365591,3408.2836022,582.65860215,1754.6733871
2012,9,15334.398611,444.40694444,1107.8763889,858.71527778,1073.6986111,5681.5055556,871.86666667,87.176388889,3085.7,529.47222222,1551.2611111
2012,10,14975.794355,499.77016129,1180.6115591,727.12231183,1149.1545699,5464.3776882,851.38575269,97.291666667,3032.0241935,492.75403226,1410.4233871
2012,11,15954.401389,536.28888889,1287.3180556,981.45138889,1064.0444444,5753.3736111,933.65972222,78.384722222,3227.1,502.02222222,1541.0916667
