Date,year,month,day,week,weekday,weekend,workday,Ontario_demand,northwest,northeast,ottawa,east,toronto,essa,bruce,southwest,niagara,west
01/01/2004,2004,1,1,0,5,0,1,363449,18692,34214,31048,22474,111637,21775,1446,69169,13149,40668
01/02/2004,2004,1,2,0,6,0,1,392197,18450,36310,34505,26559,123614,23044,1421,73944,13676,42210
01/03/2004,2004,1,3,0,7,1,0,377787,19963,37452,32819,25136,117701,20485,1255,71749,13275,40927
01/04/2004,2004,1,4,1,1,1,0,392135,20965,38950,33485,24438,121395,22378,1452,75046,14019,43319
01/05/2004,2004,1,5,1,2,0,1,460254,22493,39322,38292,28599,148799,26977,1448,88390,16803,49930
01/06/2004,2004,1,6,1,3,0,1,477729,23559,39409,39660,29008,154001,28762,1732,90673,17609,52801
01/07/2004,2004,1,7,1,4,0,1,490653,23278,40082,42372,29851,159320,29744,1735,92031,17780,53385
01/08/2004,2004,1,8,1,5,0,1,492512,23653,41141,43352,33060,158639,30943,1998,90432,17456,52535
01/09/2004,2004,1,9,1,6,0,1,512511,24129,44263,45200,33349,164396,33479,2188,95414,18201,52848
01/10/2004,2004,1,10,1,7,1,0,482768,23100,44555,42753,32748,150771,32874,1821,88780,16503,49313
01/11/2004,2004,1,11,2,1,1,0,452522,22123,41611,40500,31389,141147,28542,1753,84129,15679,47156
01/12/2004,2004,1,12,2,2,0,1,472953,22817,41801,39073,30494,152325,27710,890,88543,17079,51470
01/13/2004,2004,1,13,2,3,0,1,486791,24525,42425,41215,30849,156350,29864,1651,90513,17357,52266
01/14/2004,2004,1,14,2,4,0,1,522903,23980,44967,46035,34375,167746,35504,1622,95505,18748,54130
01/15/2004,2004,1,15,2,5,0,1,527273,24705,45160,46504,35118,169576,35512,1219,94450,19111,54552
01/16/2004,2004,1,16,2,6,0,1,519701,24542,44810,45125,34728,166957,34918,1141,94197,19209,53921
01/17/2004,2004,1,17,2,7,1,0,473418,23670,44746,40336,31397,148237,30721,1050,86241,17393,49577
01/18/2004,2004,1,18,3,1,1,0,441646,23882,42544,37126,29268,137581,27518,824,79520,15938,47034
01/19/2004,2004,1,19,3,2,0,1,495996,25220,42980,41402,31364,160460,31717,1008,90460,18442,53970
01/20/2004,2004,1,20,3,3,0,1,500196,24641,41855,42586,31518,162988,31818,820,91866,18179,54242
01/21/2004,2004,1,21,3,4,0,1,500468,23442,42874,42112,31557,162587,32312,1563,92988,18477,54372
01/22/2004,2004,1,22,3,5,0,1,494713,25614,42599,39438,31456,160100,30363,1545,91435,18951,54462
01/23/2004,2004,1,23,3,6,0,1,503673,24904,43746,41729,32767,161961,32144,1557,93761,18831,54685
01/24/2004,2004,1,24,3,7,1,0,477595,24573,43627,41561,32739,149288,32118,1109,86127,17516,49468
01/25/2004,2004,1,25,4,1,1,0,473201,24578,44866,41899,33019,144667,31683,1232,84687,17216,48978
01/26/2004,2004,1,26,4,2,0,1,523476,24436,44395,45656,34667,167520,34495,1589,95831,18963,55406
01/27/2004,2004,1,27,4,3,0,1,511227,24031,41928,45126,34128,164255,33110,2042,93742,19112,53445
01/28/2004,2004,1,28,4,4,0,1,492987,24564,41744,41344,31163,158948,29783,1539,92881,18404,53260
01/29/2004,2004,1,29,4,5,0,1,495957,24635,40823,40705,31596,161124,30308,1528,93965,18687,54480
01/30/2004,2004,1,30,4,6,0,1,498776,24306,42076,42416,31495,161985,30821,1443,94374,19331,53954
01/31/2004,2004,1,31,4,7,1,0,459946,23882,41318,39270,30288,145079,28999,999,86086,17125,49351
02/01/2004,2004,2,1,5,1,1,0,436716,23654,39410,37982,28775,135636,27513,726,81402,16003,47376
02/02/2004,2004,2,2,5,2,0,1,474164,22848,38618,39482,29807,154449,29638,1135,90374,18017,52270
02/03/2004,2004,2,3,5,3,0,1,469334,22977,37828,39320,29752,153625,28094,845,88494,17682,51861
02/04/2004,2004,2,4,5,4,0,1,470342,23249,39712,37704,27841,153853,28340,409,88747,17821,51824
02/05/2004,2004,2,5,5,5,0,1,477721,23929,39002,38330,28732,155549,28983,896,88324,18845,53822
02/06/2004,2004,2,6,5,6,0,1,472329,23374,38794,39384,30215,153043,28907,1713,87363,17928,51924
02/07/2004,2004,2,7,5,7,1,0,437350,23485,39251,36143,28648,138964,26724,1731,81008,16717,47529
02/08/2004,2004,2,8,6,1,1,0,437722,22736,39630,37458,28675,138332,27763,1784,81417,16439,46791
02/09/2004,2004,2,9,6,2,0,1,470759,23288,38517,38157,28682,154840,28328,1790,90161,18033,52226
02/10/2004,2004,2,10,6,3,0,1,462878,23156,38203,36954,27245,153480,26604,1700,88656,17886,51735
02/11/2004,2004,2,11,6,4,0,1,468110,23218,38916,37887,28154,153991,27946,1652,89256,17725,51717
02/12/2004,2004,2,12,6,5,0,1,468270,23181,39207,38382,29273,153586,27989,1535,88365,17817,51270
02/13/2004,2004,2,13,6,6,0,1,462466,23177,38428,37896,28518,150896,26826,1381,88775,18095,51336
02/14/2004,2004,2,14,6,7,1,0,438082,23869,40292,35894,27726,138557,25701,1464,83312,16387,47956
02/15/2004,2004,2,15,7,1,1,0,444662,24018,40556,38651,30369,137852,28502,1677,83348,16108,46897
02/16/2004,2004,2,16,7,2,0,1,486295,24447,40564,40082,31812,156518,29982,1664,92335,18813,53012
02/17/2004,2004,2,17,7,3,0,1,477218,23475,39190,39241,31216,153459,28914,1593,90703,18172,52505
02/18/2004,2004,2,18,7,4,0,1,468284,22709,37619,37031,30263,151862,27314,1461,89785,18168,52773
02/19/2004,2004,2,19,7,5,0,1,452531,23269,35915,34653,28625,148278,25788,1476,87574,17084,50787
02/20/2004,2004,2,20,7,6,0,1,450769,23104,37072,34412,28204,148047,25620,1325,87404,16819,49961
02/21/2004,2004,2,21,7,7,1,0,419232,22716,36053,33059,25784,134091,23634,1307,81192,15746,46908
02/22/2004,2004,2,22,8,1,1,0,403414,22588,35524,32127,25338,127096,22639,1362,78594,14919,44347
02/23/2004,2004,2,23,8,2,0,1,452224,22580,36834,34890,28437,147838,26401,1282,87958,16749,50509
02/24/2004,2004,2,24,8,3,0,1,455351,22093,37972,34800,29534,149679,25734,1841,87488,16777,50636
02/25/2004,2004,2,25,8,4,0,1,454034,21773,36850,34846,28774,149860,26430,2062,87288,16370,50737
02/26/2004,2004,2,26,8,5,0,1,449566,22300,36596,34442,28794,148095,25765,1798,85881,16343,50673
02/27/2004,2004,2,27,8,6,0,1,441918,21853,37341,33586,28474,144128,24851,1151,86764,16159,49318
02/28/2004,2004,2,28,8,7,1,0,401821,21706,36498,31160,26002,127124,22653,1057,79312,14302,44558
02/29/2004,2004,2,29,9,1,1,0,384513,21409,35301,30012,25469,119912,20607,866,76489,13908,42833
03/01/2004,2004,3,1,9,2,0,1,427042,21974,34829,30439,26540,140746,22660,886,85730,15422,48931
03/02/2004,2004,3,2,9,3,0,1,427336,22019,35394,30326,26772,141464,22891,932,85759,15866,48466
03/03/2004,2004,3,3,9,4,0,1,430735,22739,35596,30689,26733,143420,23276,998,85360,16202,49123
03/04/2004,2004,3,4,9,5,0,1,433227,22798,36295,30817,26763,143897,23266,948,86468,16116,49262
03/05/2004,2004,3,5,9,6,0,1,434162,23490,38086,31049,27279,142288,23212,850,85594,15701,48209
03/06/2004,2004,3,6,9,7,1,0,404349,23688,36866,31112,25188,127337,22547,962,79554,14662,44486
03/07/2004,2004,3,7,10,1,1,0,403825,23072,37636,32754,24687,127290,22986,991,78600,14876,43774
03/08/2004,2004,3,8,10,2,0,1,443284,22954,36697,33293,26681,146354,24196,1038,86809,16769,50062
03/09/2004,2004,3,9,10,3,0,1,440207,21848,36804,33316,25192,146979,23931,1083,86182,16400,50060
03/10/2004,2004,3,10,10,4,0,1,434966,22509,36012,32856,24134,145003,23464,972,85243,15951,49643
03/11/2004,2004,3,11,10,5,0,1,436471,23731,35456,32704,24126,144275,23618,915,86410,16214,50273
03/12/2004,2004,3,12,10,6,0,1,447126,24012,38074,33606,24162,147142,25123,1081,88375,16271,51183
03/13/2004,2004,3,13,10,7,1,0,417876,24319,39417,33952,23913,132632,23956,2272,78730,14914,46102
03/14/2004,2004,3,14,11,1,1,0,406899,23465,38380,33958,23791,127447,23354,1974,76913,14738,44659
03/15/2004,2004,3,15,11,2,0,1,445653,23229,37668,34562,25037,146187,25075,2048,86256,16568,49759
03/16/2004,2004,3,16,11,3,0,1,465182,23542,36110,37092,25853,152295,26783,2125,89667,17284,52392
03/17/2004,2004,3,17,11,4,0,1,458708,23489,37658,36293,25666,150349,25590,2129,88303,16781,50741
03/18/2004,2004,3,18,11,5,0,1,449319,22764,36358,35526,25388,147719,24800,2121,86059,16551,50684
03/19/2004,2004,3,19,11,6,0,1,436192,22524,37170,34455,23119,143313,23883,2156,82955,16128,49133
03/20/2004,2004,3,20,11,7,1,0,407933,22272,36368,33996,22791,130075,22701,1634,77886,14651,45280
03/21/2004,2004,3,21,12,1,1,0,406510,22983,37944,33840,23429,127247,23371,1642,77628,14584,44584
03/22/2004,2004,3,22,12,2,0,1,458992,23343,37889,36020,27957,149932,27102,1704,88747,16636,50122
03/23/2004,2004,3,23,12,3,0,1,447227,22502,37748,34187,27304,147749,25058,1165,88258,16665,48152
03/24/2004,2004,3,24,12,4,0,1,438803,22075,37118,32640,26793,145575,24017,1018,87725,16103,48036
03/25/2004,2004,3,25,12,5,0,1,420688,21781,35212,31479,25795,140552,21746,802,83809,15443,46118
03/26/2004,2004,3,26,12,6,0,1,412963,22158,35362,30516,23695,137358,20887,793,82391,15382,46180
03/27/2004,2004,3,27,12,7,1,0,375785,22018,35608,29693,21408,120932,19185,929,74056,13745,40733
03/28/2004,2004,3,28,13,1,1,0,366952,22615,34534,30127,20874,116143,18262,754,72888,13073,39551
03/29/2004,2004,3,29,13,2,0,1,408375,22724,34144,30856,23807,134774,20134,785,82218,15086,45298
03/30/2004,2004,3,30,13,3,0,1,415566,22778,33716,29967,23729,137875,21451,936,83512,15870,46746
03/31/2004,2004,3,31,13,4,0,1,422288,22977,34627,30841,23728,139925,22406,1004,85477,15604,47175
04/01/2004,2004,4,1,13,5,0,1,422745,21088,34106,32441,23696,141151,22400,917,84738,15815,47423
04/02/2004,2004,4,2,13,6,0,1,415563,21276,33471,32993,22541,139150,21124,897,83772,14697,46304
04/03/2004,2004,4,3,13,7,1,0,376961,20735,33722,32486,21087,122520,19230,888,74778,13287,40515
04/04/2004,2004,4,4,14,1,1,0,385564,21030,34512,34985,21996,123048,21363,875,75739,12803,40939
04/05/2004,2004,4,5,14,2,0,1,435620,20678,34983,36973,26155,144082,24738,1087,85891,14609,47397
04/06/2004,2004,4,6,14,3,0,1,426421,20578,33989,35336,24838,140835,23370,1107,85211,14553,47125
04/07/2004,2004,4,7,14,4,0,1,416377,19870,34793,34095,23629,138101,22935,935,82523,14403,45865
04/08/2004,2004,4,8,14,5,0,1,407563,21102,34795,33647,22343,135752,22727,952,79807,14057,44509
04/09/2004,2004,4,9,14,6,0,1,353595,20706,33879,31287,20219,110718,19278,884,70010,11599,37594
04/10/2004,2004,4,10,14,7,1,0,358006,21140,34249,30844,20980,112721,19387,919,70808,11280,37601
04/11/2004,2004,4,11,15,1,1,0,348490,20517,32210,30382,20459,109882,19061,902,69929,10998,37000
04/12/2004,2004,4,12,15,2,0,1,398860,21800,33314,32689,22003,131195,21062,897,81894,13239,42352
04/13/2004,2004,4,13,15,3,0,1,420878,21739,33686,33999,24057,140004,22106,877,86046,14270,46583
04/14/2004,2004,4,14,15,4,0,1,405974,21954,32347,31993,23011,135403,20579,844,82137,13947,45200
04/15/2004,2004,4,15,15,5,0,1,402894,21752,32782,30087,23613,134896,20138,833,83165,13455,44060
04/16/2004,2004,4,16,15,6,0,1,394201,21180,32135,29917,22613,132752,19721,631,80043,13326,43057
04/17/2004,2004,4,17,15,7,1,0,362071,20408,32214,29525,21173,118308,17758,745,71600,12565,38459
04/18/2004,2004,4,18,16,1,1,0,355696,21130,32522,29193,21088,113726,17736,668,71021,11719,37288
04/19/2004,2004,4,19,16,2,0,1,392805,20964,32427,29201,23217,131995,19005,594,79757,13707,43840
04/20/2004,2004,4,20,16,3,0,1,393434,20403,33640,30281,21836,131643,19686,746,80641,13518,43217
04/21/2004,2004,4,21,16,4,0,1,399937,19622,34086,30523,23203,133680,19832,594,82344,13700,43983
04/22/2004,2004,4,22,16,5,0,1,394173,21170,34192,29359,22105,132527,19301,778,80105,13839,43437
04/23/2004,2004,4,23,16,6,0,1,390094,20377,34519,29632,21984,129314,19686,799,79856,13556,42394
04/24/2004,2004,4,24,16,7,1,0,354847,20339,33405,29118,20074,113904,18034,783,70824,11809,37798
04/25/2004,2004,4,25,17,1,1,0,366808,19426,34670,31995,21324,116428,20443,777,73439,11651,37749
04/26/2004,2004,4,26,17,2,0,1,401519,21378,34696,31905,22355,132662,20800,890,80921,12846,43008
04/27/2004,2004,4,27,17,3,0,1,408924,21298,36049,31902,22218,133646,21708,790,83030,13632,44358
04/28/2004,2004,4,28,17,4,0,1,409690,20801,35402,32320,21861,135139,21948,761,84164,13354,44505
04/29/2004,2004,4,29,17,5,0,1,398646,21333,33040,30464,21947,134315,19634,488,80947,13142,43366
04/30/2004,2004,4,30,17,6,0,1,393776,21328,34331,29430,21821,131770,18593,660,79807,13515,42565
05/01/2004,2004,5,1,17,7,1,0,355257,20914,33485,27294,19952,114580,17478,793,71134,12141,38166
05/02/2004,2004,5,2,18,1,1,0,357864,21006,34643,27927,19883,113805,19091,865,71015,12774,38067
05/03/2004,2004,5,3,18,2,0,1,405330,20935,34667,31112,21654,133657,21986,918,82206,14488,43726
05/04/2004,2004,5,4,18,3,0,1,403475,21138,34833,30794,21540,133064,20783,818,82868,14345,43120
05/05/2004,2004,5,5,18,4,0,1,399754,21268,33317,31035,20842,133530,20617,816,82310,14030,42410
05/06/2004,2004,5,6,18,5,0,1,399847,21039,33438,31384,20018,135476,20353,726,80282,14537,43454
05/07/2004,2004,5,7,18,6,0,1,388401,21794,32685,31352,18705,130342,19508,767,77810,14111,41448
05/08/2004,2004,5,8,18,7,1,0,364286,20620,32353,31223,17953,118206,19418,770,73619,13074,37929
05/09/2004,2004,5,9,19,1,1,0,344460,20408,31270,29326,17300,110931,16863,609,69457,12814,35844
05/10/2004,2004,5,10,19,2,0,1,399548,21727,30732,29765,21862,135440,19370,515,81171,15005,43845
05/11/2004,2004,5,11,19,3,0,1,396545,22216,28254,28602,22218,136390,18643,590,80502,15216,44305
05/12/2004,2004,5,12,19,4,0,1,406449,21241,29849,29626,21864,139770,19229,551,83070,15851,46452
05/13/2004,2004,5,13,19,5,0,1,424158,22383,29612,29823,22944,147523,20721,645,85670,16189,48253
05/14/2004,2004,5,14,19,6,0,1,424419,21192,31631,30392,23678,147375,20692,639,86511,14860,46723
05/15/2004,2004,5,15,19,7,1,0,356965,21311,30455,27419,20522,117604,16612,659,71237,12096,38539
05/16/2004,2004,5,16,20,1,1,0,337872,19232,28927,26490,18715,110565,16314,832,67087,13088,36587
05/17/2004,2004,5,17,20,2,0,1,395145,19924,30896,26889,24195,134791,18869,577,78536,15303,44462
05/18/2004,2004,5,18,20,3,0,1,401037,19857,30519,28617,23388,137920,19050,733,80333,15553,44965
05/19/2004,2004,5,19,20,4,0,1,393287,20354,30655,28372,22514,133997,18817,738,78819,15109,43929
05/20/2004,2004,5,20,20,5,0,1,403308,20961,31463,28490,23269,136991,19435,645,80710,15305,45900
05/21/2004,2004,5,21,20,6,0,1,388862,21486,31212,28347,21154,132517,19230,710,78321,14440,42114
05/22/2004,2004,5,22,20,7,1,0,349247,21163,30345,27373,18864,112312,19098,1022,67200,12439,39626
05/23/2004,2004,5,23,21,1,1,0,339129,20884,30087,26869,18823,105579,19169,1096,65678,12294,38763
05/24/2004,2004,5,24,21,2,0,1,345181,20638,30659,27816,19841,107920,19001,1035,66715,12898,38131
05/25/2004,2004,5,25,21,3,0,1,392183,21462,31636,30144,21206,130446,21067,739,78160,14280,43117
05/26/2004,2004,5,26,21,4,0,1,397521,21861,31768,29756,21498,132814,20425,674,79344,14222,44138
05/27/2004,2004,5,27,21,5,0,1,397858,21936,32181,30427,20584,132757,20006,597,79146,14397,44859
05/28/2004,2004,5,28,21,6,0,1,387864,21161,32148,29779,20362,130343,19413,632,76751,14054,43056
05/29/2004,2004,5,29,21,7,1,0,348404,20590,30935,28327,17917,113521,17628,658,68364,12401,38567
05/30/2004,2004,5,30,22,1,1,0,338448,20439,29315,27519,18478,109545,17035,608,66057,12161,37669
05/31/2004,2004,5,31,22,2,0,1,393165,21393,30291,30548,20825,132306,19535,514,78995,14337,44502
06/01/2004,2004,6,1,22,3,0,1,392849,20361,30427,29729,21148,134702,19538,612,76561,14934,45090
06/02/2004,2004,6,2,22,4,0,1,391292,20092,29769,29612,20417,133201,19564,642,78640,15052,44133
06/03/2004,2004,6,3,22,5,0,1,394203,21911,30579,29366,20877,133756,19180,661,78492,15073,44203
06/04/2004,2004,6,4,22,6,0,1,388346,21502,31307,29053,20895,131055,19061,702,76152,14299,44492
06/05/2004,2004,6,5,22,7,1,0,352889,20797,29309,26561,20292,114840,16993,678,68874,12817,41616
06/06/2004,2004,6,6,23,1,1,0,348120,20477,28941,26466,19940,111956,16871,670,68455,12939,40967
06/07/2004,2004,6,7,23,2,0,1,423103,21198,29183,30289,24154,144872,20580,719,84056,16291,51636
06/08/2004,2004,6,8,23,3,0,1,461506,21523,30325,31903,27357,160157,23109,688,89665,18398,56577
06/09/2004,2004,6,9,23,4,0,1,478270,22127,30070,32641,27101,170495,23269,784,95384,18923,56796
06/10/2004,2004,6,10,23,5,0,1,412689,22361,29342,28800,22950,142420,20130,634,81523,14848,48858
06/11/2004,2004,6,11,23,6,0,1,397111,21691,31254,28008,22561,134768,19685,617,77772,14711,45790
06/12/2004,2004,6,12,23,7,1,0,359612,21208,29659,27295,21229,117794,17540,666,69745,12918,40998
06/13/2004,2004,6,13,24,1,1,0,360228,21019,28849,27597,21804,115149,17602,685,69660,13506,43207
06/14/2004,2004,6,14,24,2,0,1,443556,21970,30237,30862,26747,151342,21818,711,86899,18137,53500
06/15/2004,2004,6,15,24,3,0,1,441393,22449,30385,30062,26997,149825,20911,724,86531,16917,54253
06/16/2004,2004,6,16,24,4,0,1,428272,21328,29915,29401,25583,146589,21001,717,85000,15357,51991
06/17/2004,2004,6,17,24,5,0,1,434138,22641,29657,30389,27906,146276,21749,798,83260,15618,53950
06/18/2004,2004,6,18,24,6,0,1,436675,21818,30834,35035,28170,149408,21422,749,81268,16365,52581
06/19/2004,2004,6,19,24,7,1,0,362147,21542,30121,27664,22154,118301,17501,568,68337,12956,43238
06/20/2004,2004,6,20,25,1,1,0,347708,21241,29923,26649,20676,112085,17312,649,66836,11504,40701
06/21/2004,2004,6,21,25,2,0,1,411625,21715,29700,29622,24801,139519,20254,695,81433,14445,48144
06/22/2004,2004,6,22,25,3,0,1,415133,21665,30062,29541,24582,141385,20479,752,81060,14680,48785
06/23/2004,2004,6,23,25,4,0,1,418881,21517,31441,29773,24439,142507,20412,693,82150,14512,49525
06/24/2004,2004,6,24,25,5,0,1,422126,21564,30754,29896,24723,144834,20274,691,81875,15212,50238
06/25/2004,2004,6,25,25,6,0,1,396055,20880,30400,28511,23426,134467,18793,723,77113,13832,46118
06/26/2004,2004,6,26,25,7,1,0,358727,20746,30587,26570,21128,116361,18155,695,69392,11985,41572
06/27/2004,2004,6,27,26,1,1,0,351586,21355,28991,26367,20926,113035,17618,820,68217,12236,40089
06/28/2004,2004,6,28,26,2,0,1,398937,21307,28601,28451,23923,135124,19844,1294,78470,13343,46601
06/29/2004,2004,6,29,26,3,0,1,404718,19664,28093,29003,23789,138442,19871,1235,81041,13773,48348
06/30/2004,2004,6,30,26,4,0,1,413990,21080,28809,28502,23943,139111,20378,1291,82508,14620,51729
07/01/2004,2004,7,1,26,5,0,1,395379,20164,29451,27152,21858,130280,19935,1024,78306,14372,51972
07/02/2004,2004,7,2,26,6,0,1,387219,20626,29237,27563,23588,129789,19748,648,74235,13357,46483
07/03/2004,2004,7,3,26,7,1,0,374042,20889,29843,27594,23123,121563,19103,1159,72900,12718,43632
07/04/2004,2004,7,4,27,1,1,0,382944,20598,28362,28681,24270,122787,19834,1127,74524,13769,46749
07/05/2004,2004,7,5,27,2,0,1,414042,20963,28423,30527,27747,139404,21537,963,80787,14439,48846
07/06/2004,2004,7,6,27,3,0,1,403824,20528,27812,29115,25052,137396,20373,690,80214,13922,49037
07/07/2004,2004,7,7,27,4,0,1,413891,20331,28102,29782,24614,141217,21111,730,83102,14010,50980
07/08/2004,2004,7,8,27,5,0,1,404147,20773,27274,29663,26765,139040,20277,881,79363,13689,45311
07/09/2004,2004,7,9,27,6,0,1,396315,21138,29248,28061,25234,134646,20042,1546,77199,12845,45421
07/10/2004,2004,7,10,27,7,1,0,377111,20444,28364,27277,24477,125827,19201,1640,72108,12718,45089
07/11/2004,2004,7,11,28,1,1,0,383097,21160,27565,28034,24536,129007,19599,1582,70969,13559,46487
07/12/2004,2004,7,12,28,2,0,1,448562,21861,29232,31747,28134,158146,23993,743,85314,15980,51884
07/13/2004,2004,7,13,28,3,0,1,450487,20579,30144,31126,26391,158582,24465,757,87134,16050,54899
07/14/2004,2004,7,14,28,4,0,1,424458,20194,29722,30327,26387,149489,22577,578,81997,14750,47963
07/15/2004,2004,7,15,28,5,0,1,404012,20748,28098,30044,25283,140224,21070,615,78214,14039,46098
07/16/2004,2004,7,16,28,6,0,1,414229,20865,28470,30669,25287,145043,21113,730,79804,14674,47743
07/17/2004,2004,7,17,28,7,1,0,392447,21917,28104,29952,23671,135205,19588,809,74389,13939,43774
07/18/2004,2004,7,18,29,1,1,0,378530,21345,26961,28590,24301,126394,18944,781,72832,13515,43279
07/19/2004,2004,7,19,29,2,0,1,435229,20976,27874,31209,27618,151139,21901,779,85788,15928,51022
07/20/2004,2004,7,20,29,3,0,1,441597,21236,28717,31659,26893,151264,22478,734,86673,16259,54329
07/21/2004,2004,7,21,29,4,0,1,475303,20813,29036,32949,28240,167313,24715,785,92714,18235,58649
07/22/2004,2004,7,22,29,5,0,1,489762,20550,28651,33463,29691,176177,25571,713,96164,18442,58785
07/23/2004,2004,7,23,29,6,0,1,423135,21618,27984,29408,25298,148584,20588,602,83291,15182,49808
07/24/2004,2004,7,24,29,7,1,0,362113,21333,26661,25582,21821,120565,17763,685,71772,13257,42271
07/25/2004,2004,7,25,30,1,1,0,356112,21597,27320,26496,21374,116729,17873,669,69537,12713,40997
07/26/2004,2004,7,26,30,2,0,1,404929,21484,27615,28726,24750,137856,20332,676,80786,13971,47822
07/27/2004,2004,7,27,30,3,0,1,409303,21887,28179,29087,24418,138727,20666,867,82055,13965,47673
07/28/2004,2004,7,28,30,4,0,1,422193,21919,28759,29082,24497,144977,21633,937,84257,14626,49822
07/29/2004,2004,7,29,30,5,0,1,445478,21669,28348,31053,27466,154994,23251,978,88189,16584,52522
07/30/2004,2004,7,30,30,6,0,1,446847,22142,29402,31130,28442,155096,23341,781,87489,16157,51838
07/31/2004,2004,7,31,30,7,1,0,413248,22509,29216,29501,25647,138016,21294,840,79362,14680,49741
08/01/2004,2004,8,1,31,1,1,0,390684,20720,27792,28357,24940,129869,20075,780,76259,14538,47207
08/02/2004,2004,8,2,31,2,0,1,419276,21304,28113,29175,26271,141922,22238,804,81599,15687,52504
08/03/2004,2004,8,3,31,3,0,1,466698,21239,28972,31618,27606,164761,24076,823,92157,17644,57561
08/04/2004,2004,8,4,31,4,0,1,431918,21107,29461,30263,25650,150428,22033,785,86168,14735,50058
08/05/2004,2004,8,5,31,5,0,1,406790,20881,29136,28611,22988,139330,20177,699,82314,14319,48223
08/06/2004,2004,8,6,31,6,0,1,396678,21546,28856,27575,22309,134266,19951,720,80462,13696,47033
08/07/2004,2004,8,7,31,7,1,0,359514,21643,28352,25369,21496,116516,18168,753,72111,12204,43079
08/08/2004,2004,8,8,32,1,1,0,362564,20629,28971,25999,21167,117774,18387,720,72024,12925,43708
08/09/2004,2004,8,9,32,2,0,1,430031,20968,28672,29775,26079,147317,22035,703,85660,15427,52225
08/10/2004,2004,8,10,32,3,0,1,439649,20517,29012,30082,25875,153925,22616,701,88586,15414,52747
08/11/2004,2004,8,11,32,4,0,1,420847,21240,29198,29769,25732,144990,21306,698,84126,14435,49106
08/12/2004,2004,8,12,32,5,0,1,411116,20861,29057,29068,24696,141143,20650,669,81753,14329,48040
08/13/2004,2004,8,13,32,6,0,1,400875,20944,28528,29015,24358,136036,20541,699,78858,13882,47321
08/14/2004,2004,8,14,32,7,1,0,366399,21145,28814,26714,21795,120616,18626,722,71056,12461,42616
08/15/2004,2004,8,15,33,1,1,0,358768,20525,28362,27007,22539,116503,18120,727,70420,12101,41845
08/16/2004,2004,8,16,33,2,0,1,419142,20494,29526,32260,26263,138860,21129,778,84189,14217,48946
08/17/2004,2004,8,17,33,3,0,1,420265,20523,30604,32418,26093,140245,21284,704,82963,14654,50026
08/18/2004,2004,8,18,33,4,0,1,433017,18658,29450,34052,26926,144825,22002,726,87538,15554,52233
08/19/2004,2004,8,19,33,5,0,1,424361,20086,29648,31979,26302,143057,21434,-267,85311,14571,50857
08/20/2004,2004,8,20,33,6,0,1,400830,20559,30189,28452,23545,134666,20631,-369,80302,13550,47968
08/21/2004,2004,8,21,33,7,1,0,359288,20281,30505,26409,20907,116325,18515,-463,71555,12147,42788
08/22/2004,2004,8,22,34,1,1,0,352124,19750,31332,26289,20230,112424,18373,421,69445,12357,41839
08/23/2004,2004,8,23,34,2,0,1,422830,20932,31419,29889,23249,143270,21362,639,84886,15041,50889
08/24/2004,2004,8,24,34,3,0,1,412734,20278,30345,29005,22491,137450,20972,580,82703,14717,52530
08/25/2004,2004,8,25,34,4,0,1,450113,19716,32108,30704,24599,152697,22980,848,90906,15951,56712
08/26/2004,2004,8,26,34,5,0,1,462259,20087,31687,32330,27262,157033,24093,1232,92835,16623,58019
08/27/2004,2004,8,27,34,6,0,1,471949,20040,32059,32928,28442,162063,24916,1365,94538,17418,57948
08/28/2004,2004,8,28,34,7,1,0,425612,20990,30937,31255,27401,142311,21728,795,83985,15206,49894
08/29/2004,2004,8,29,35,1,1,0,383059,21481,30475,28929,24460,124053,19438,693,76054,13792,44091
08/30/2004,2004,8,30,35,2,0,1,419153,21681,29759,29326,26114,141197,21166,709,85063,13721,50400
08/31/2004,2004,8,31,35,3,0,1,427754,22225,31724,28531,26316,144641,21248,590,86100,14654,51801
09/01/2004,2004,9,1,35,4,0,1,426961,22110,31663,28687,24875,143971,21104,63,85474,14411,52793
09/02/2004,2004,9,2,35,5,0,1,428624,22070,32707,28557,23943,143344,21133,543,85732,15246,53797
09/03/2004,2004,9,3,35,6,0,1,442449,21878,32739,27773,27634,149952,22930,667,87797,15532,53760
09/04/2004,2004,9,4,35,7,1,0,413073,21652,32432,26951,25399,137399,21398,-118,81227,14825,50133
09/05/2004,2004,9,5,36,1,1,0,391403,20817,31668,25109,24560,125177,20322,387,77764,14764,48902
09/06/2004,2004,9,6,36,2,0,1,392411,16944,30682,27790,23360,127070,20152,614,79391,14735,50226
09/07/2004,2004,9,7,36,3,0,1,441121,18207,30575,29742,26764,151378,21931,747,89016,16198,54770
09/08/2004,2004,9,8,36,4,0,1,419794,20689,31650,27217,26785,142773,20189,612,83949,15182,50004
09/09/2004,2004,9,9,36,5,0,1,417245,20631,30855,29008,24921,141400,20215,642,84419,14931,49892
09/10/2004,2004,9,10,36,6,0,1,416141,21137,31502,28212,24808,141405,19918,675,83608,15006,49316
09/11/2004,2004,9,11,36,7,1,0,378861,20946,31048,24278,24354,125436,18229,158,75080,13284,45178
09/12/2004,2004,9,12,37,1,1,0,381662,21301,31168,24942,24150,125637,18193,-497,75563,13514,46060
